city,date,co,no,no2,o3,so2,pm2_5,pm10,nh3
Delhi,26-08-2022,1201.63,5.36,49.35,3.44,28.37,46.93,71.17,20.52
Delhi,27-08-2022,720.98,0,30.5,39.34,30.04,30.97,43.91,15.45
Delhi,28-08-2022,500.68,0,20.56,42.56,19.79,18.89,37.91,12.79
Delhi,29-08-2022,1201.63,2.82,48.67,5.19,29.8,47.25,86.14,19
Delhi,30-08-2022,2002.72,0,69.92,30.4,65.8,186.31,243.61,19.51
Delhi,31-08-2022,3898.62,52.75,79.51,0,81.06,208.73,311.49,39.52
Delhi,01-09-2022,1508.71,7.04,55.52,0.4,35.29,69.6,105.1,24.83
Delhi,02-09-2022,6622.31,121.59,69.23,0,90.6,364.28,520.42,45.09
Delhi,03-09-2022,5821.23,101.92,77.46,0,89.65,314.48,471.65,49.65
Delhi,04-09-2022,507.35,0,19.71,45.78,15.74,20.84,41.61,14.69
Delhi,05-09-2022,440.6,0,17.82,44.35,13.95,12.86,23.93,12.92
Delhi,06-09-2022,1201.63,2.18,52.09,3.62,29.8,47.28,82.05,22.04
Delhi,07-09-2022,2189.64,10.06,74.03,1.39,79.15,131.61,212.28,30.4
Delhi,08-09-2022,4005.43,58.11,67.17,0,74.39,211.21,330.71,41.54
Delhi,09-09-2022,1789.09,0,60.32,46.49,42.92,186.32,227.57,25.08
Delhi,10-09-2022,1081.47,0,31.53,76.53,42.44,85.48,98.32,17.73
Delhi,11-09-2022,1295.09,0.02,42.84,22.89,26.46,68.38,88.43,22.8
Delhi,12-09-2022,847.82,0,31.53,35.41,30.52,37.53,54.1,19.25
Delhi,13-09-2022,1028.06,0.15,42.5,16.81,33.38,48.11,66.29,21.28
Delhi,14-09-2022,494,0.02,31.19,26.82,46.73,15.23,22.52,9.37
Delhi,15-09-2022,627.52,0.71,37.36,8.31,56.27,24.95,30.37,3.86
Delhi,16-09-2022,947.95,7.6,38.73,0.27,51.5,47.63,57.08,4.37
Delhi,17-09-2022,4112.24,78.68,79.51,0,49.59,231.31,293.95,7.03
Delhi,18-09-2022,1415.25,0,40.1,41.13,25.51,145.35,197.64,7.09
Delhi,19-09-2022,2696.99,0.11,74.03,16.27,33.86,283.83,350.55,9.12
Delhi,20-09-2022,2243.04,0.12,64.43,16.27,34.81,211.44,254.88,13.93
Delhi,21-09-2022,2349.85,8.49,67.17,0.45,35.29,140.13,182.55,8.61
Delhi,22-09-2022,13458.25,314.71,78.14,0,144.96,958.55,1161.76,78.02
Delhi,23-09-2022,961.3,2.65,37.7,2.75,41.48,39.54,46.95,4.02
Delhi,24-09-2022,1308.44,4.3,47.98,1.23,53.88,62.34,72.03,4.62
Delhi,25-09-2022,834.47,8.83,27.76,0.05,31.47,36.37,43.35,4.88
Delhi,26-09-2022,7049.56,118.02,54.15,0,42.44,466.6,616.75,16.09
Delhi,27-09-2022,3417.97,49.62,54.15,0,36.24,206.2,304.74,10.89
Delhi,28-09-2022,6942.75,139.47,50.72,0,55.79,443.99,611.02,21.28
Delhi,29-09-2022,5661.01,97.45,65.12,0,51.5,367.04,513.25,15.45
Delhi,30-09-2022,7263.18,135.9,63.06,0,53.88,499.78,654.52,20.27
Delhi,01-10-2022,8651.73,148.42,89.11,0,67.71,641.1,802.07,22.55
Delhi,02-10-2022,7690.43,137.69,76.09,0,47.68,511.14,640.83,21.28
Delhi,03-10-2022,1428.6,0.05,45.24,21.46,25.75,104.3,164.93,21.53
Delhi,04-10-2022,1388.55,0.01,47.3,29.68,32.42,93.09,136.05,25.84
Delhi,05-10-2022,2243.04,0.79,69.23,9.12,30.99,242.16,289.51,9.25
Delhi,06-10-2022,934.6,0.04,40.44,22.89,38.62,51.41,65.91,7.66
Delhi,07-10-2022,847.82,0.78,44.55,7.78,51.5,32.64,47.6,13.17
Delhi,08-10-2022,961.3,12.41,34.96,0.01,56.27,41.25,48.99,3.99
Delhi,09-10-2022,847.82,2.01,33.93,3.08,42.44,36.68,42.43,3.39
Delhi,10-10-2022,787.73,0.41,27.76,10.46,20.74,27.5,32.94,4.88
Delhi,11-10-2022,2029.42,22.8,42.16,0,33.38,104.32,138.44,10.13
Delhi,12-10-2022,12283.33,225.31,145.32,0,228.88,944.99,1150.47,131.73
Delhi,13-10-2022,2269.74,3.16,61.69,3,29.33,177.68,222.19,8.61
Delhi,14-10-2022,1922.61,0.17,56.21,17.7,29.8,154.85,199.53,19.25
Delhi,15-10-2022,2189.64,0.74,63.06,10.73,30.28,186.66,238.67,21.79
Delhi,16-10-2022,4646.3,53.2,68.55,0,39.58,340.63,447.36,31.66
Delhi,17-10-2022,4165.65,72.42,72.66,0,25.27,259.51,334.07,15.07
Delhi,18-10-2022,4699.71,80.47,80.2,0,35.29,283.36,370.48,31.16
Delhi,19-10-2022,6782.53,111.76,112.41,0,51.5,391,465.24,38.5
Delhi,20-10-2022,5874.63,45.15,142.57,0,47.21,510.11,615.2,21.53
Delhi,21-10-2022,3738.4,0.89,108.3,12.16,61.99,457.36,536.1,13.93
Delhi,22-10-2022,9078.98,207.42,123.38,0,102.04,560.42,725.78,81.06
Delhi,23-10-2022,2777.1,19,59.63,0.03,25.75,209.95,283.04,21.28
Delhi,24-10-2022,3337.86,35.76,61.01,0,28.37,225.95,297.58,24.32
Delhi,25-10-2022,2029.42,0.03,60.32,26.82,31.95,128.37,170.05,29.39
Delhi,26-10-2022,4646.3,55.43,76.09,0,43.87,320.64,436.03,35.97
Delhi,27-10-2022,9292.6,212.79,130.24,0,162.12,569.43,740.11,114.5
Delhi,28-10-2022,12496.95,268.22,224.83,0,263.21,772.65,983.85,192.52
Delhi,29-10-2022,14526.37,132.32,444.17,0,316.62,1291.21,1522.5,174.28
Delhi,30-10-2022,11535.64,150.2,293.37,0,213.62,814.53,993.18,137.81
Delhi,31-10-2022,8758.54,169.87,100.08,0,90.6,563.88,716.82,62.82
Delhi,01-11-2022,10360.72,137.69,222.09,0,181.2,732.52,886.38,131.73
Delhi,02-11-2022,2723.69,23.47,70.6,0.02,25.27,186.51,249.79,14.06
Delhi,03-11-2022,4165.65,33.08,80.2,0,32.9,354.31,466.41,17.48
Delhi,04-11-2022,7376,121.75,79,0,49.62,500,666,17.48
Delhi,05-11-2022,3584,0,78.25,35.12,31,390,470,6.84
Delhi,06-11-2022,2002.72,0,50.04,51.5,20.98,295.8,351.63,6.84
Delhi,07-11-2022,5607.6,91.2,70.6,0,30.52,476.37,612.56,14.06
Delhi,08-11-2022,6782.53,74.21,211.12,0,137.33,578.21,712.16,93.22
Delhi,09-11-2022,14312.74,228.88,157.65,0,156.4,1310.04,1526.05,82.08
Delhi,10-11-2022,16021.73,336.17,315.31,0,381.47,1318.39,1499.53,182.39
Delhi,11-11-2022,2483.37,8.72,72.66,0.64,27.42,166.01,213.47,12.16
Delhi,12-11-2022,2029.42,0,50.72,65.09,31.47,145.48,178.85,28.63
Delhi,13-11-2022,1708.98,0,40.1,68.66,25.51,124.51,153.63,25.59
Delhi,14-11-2022,8438.11,184.18,104.19,0,71.53,551.62,682.97,50.16
Delhi,15-11-2022,2029.42,0,52.78,50.07,41.96,208.37,259.31,25.08
Delhi,16-11-2022,14526.37,311.14,167.25,0,158.31,1080,1358.15,108.42
Delhi,17-11-2022,1815.8,0.03,60.32,31.47,33.86,121.61,157.4,29.13
Delhi,18-11-2022,1895.9,0.1,62.38,23.96,32.42,127.66,163.14,29.39
Delhi,19-11-2022,7263.18,150.2,70.6,0,52.45,462.25,587.66,51.17
Delhi,20-11-2022,3337.86,8.72,94.59,3.13,26.7,250.54,311.61,24.57
Delhi,21-11-2022,1468.66,0.01,45.24,38.62,24.08,124.06,151.13,26.85
Delhi,22-11-2022,1575.47,0.01,52.78,34.33,31.47,104.3,135.5,27.11
Delhi,23-11-2022,1628.88,0.2,56.89,19.13,32.42,100.82,131.24,28.12
Delhi,24-11-2022,1281.74,0.02,48.67,32.9,28.37,74.76,100.14,24.57
Delhi,25-11-2022,6195.07,134.11,69.23,0,54.36,418.56,539.17,49.14
Delhi,26-11-2022,2723.69,1.37,80.88,8.67,32.9,256.4,312.06,31.41
Delhi,27-11-2022,2296.45,0.06,59.63,25.39,24.56,270.61,320.9,27.36
Delhi,28-11-2022,5020.14,76,69.23,0,28.37,423.36,524.64,16.97
Delhi,29-11-2022,8758.54,153.78,87.05,0,86.78,712.22,869.85,62.82
Delhi,30-11-2022,5233.76,89.41,80.88,0,30.52,413.03,498.34,17.23
Delhi,01-12-2022,3738.4,28.39,78.14,0.01,28.61,333.41,396.07,12.92
Delhi,02-12-2022,6782.53,144.84,70.6,0,40.53,557.39,679.51,18.75
Delhi,03-12-2022,13351.44,296.83,205.64,0,127.79,942.08,1087.72,87.14
Delhi,04-12-2022,5340.58,86.72,86.37,0,42.44,416.42,506.01,33.94
Delhi,05-12-2022,3177.64,32.63,63.06,0,23.37,345.49,401.2,11.15
Delhi,06-12-2022,4592.9,59.01,73.34,0,28.85,456.11,544.14,13.3
Delhi,07-12-2022,1308.44,0,32.22,77.25,25.75,204.69,235.1,16.97
Delhi,08-12-2022,1388.55,0,38.73,55.07,24.8,186.91,233.28,16.09
Delhi,09-12-2022,5554.2,71.53,83.63,0,33.38,475.84,604.41,11.91
Delhi,11-12-2022,1615.52,3.21,42.5,5.54,22.89,157.01,186.05,7.98
Delhi,12-12-2022,1401.9,0.18,46.61,19.31,21.22,105.92,137.4,24.32
Delhi,13-12-2022,1642.23,0.11,54.15,23.96,27.66,134.53,164.6,29.13
Delhi,14-12-2022,1068.12,0,31.19,61.51,24.32,89.87,108.92,23.05
Delhi,15-12-2022,1708.98,0.74,58.95,12.87,26.7,115.51,148.81,28.37
Delhi,16-12-2022,1241.68,0.01,45.93,38.27,25.75,74.41,99.04,22.8
Delhi,17-12-2022,6622.31,160.93,60.32,0,36.72,463.03,584.11,21.28
Delhi,18-12-2022,5340.58,112.65,72.66,0,40.05,390.58,491.4,26.09
Delhi,19-12-2022,4005.43,9.95,91.85,0.94,26.7,486.53,561.51,7.92
Delhi,20-12-2022,4112.24,32.19,80.2,0.03,26.7,442.98,518.71,7.41
Delhi,21-12-2022,3685,38.89,66.49,0,26.23,360.67,428.2,8.04
Delhi,22-12-2022,3124.24,0.18,72.66,23.6,27.66,422.96,479.16,6.71
Delhi,23-12-2022,3952.03,21.46,80.2,0.05,29.09,459.1,539.14,8.61
Delhi,24-12-2022,2696.99,0.17,67.86,24.32,30.28,392.12,439.36,7.54
Delhi,25-12-2022,1348.5,0,33.93,47.92,16.93,159.6,180.18,5.38
Delhi,26-12-2022,2670.29,11.29,54.84,0.99,29.33,326.8,369.06,9.37
Delhi,27-12-2022,3017.43,1.82,78.14,9.3,22.89,374.72,422.51,6.78
Delhi,28-12-2022,1255.04,0,31.19,77.96,24.08,179.33,198.04,9.88
Delhi,29-12-2022,1628.88,0,42.5,55.79,23.6,243.45,273.14,7.28
Delhi,30-12-2022,2323.15,0.89,75.4,13.77,30.52,252.97,299.66,10.64
Delhi,31-12-2022,9719.85,177.03,102.82,0,50.54,964.48,1189.24,20.52
Delhi,01-01-2023,1949.31,0.25,55.52,18.24,18.6,174.78,209.27,5.76
Delhi,02-01-2023,10894.78,221.73,139.83,0,202.18,791.61,952,147.94
Delhi,03-01-2023,7370,99.24,93.22,0,54.36,775.74,934.68,22.8
Delhi,04-01-2023,1895.9,0,43.87,47.21,23.6,223.78,252.41,5.7
Delhi,05-01-2023,3070.83,4.14,74.71,4.11,26.46,334.32,395.79,8.23
Delhi,06-01-2023,5073.55,68.84,59.63,0,27.18,478.93,571.88,10.51
Delhi,07-01-2023,5767.82,95.67,77.46,0,34.81,500.99,628.19,14.82
Delhi,08-01-2023,1789.09,0.01,38.39,38.98,16.21,248.38,271.62,4.5
Delhi,09-01-2023,3738.4,17.21,72.66,0.25,20.98,388.82,444.16,7.22
Delhi,10-01-2023,6462.1,99.24,67.17,0,33.38,613.79,722.61,12.92
Delhi,11-01-2023,2109.53,0,47.98,44.35,24.08,321.24,353.09,4.62
Delhi,12-01-2023,2830.51,0.01,63.75,37.55,29.09,483.58,529.44,4.88
Delhi,13-01-2023,1789.09,0.09,50.72,24.68,25.99,287.98,315.13,4.56
Delhi,14-01-2023,16235.35,368.36,111.04,0,179.29,1232.62,1355.2,102.34
Delhi,15-01-2023,1188.28,0,27.42,77.96,21.7,154.16,173.78,9.12
Delhi,16-01-2023,1508.71,0.02,47.98,36.12,20.27,118.95,145.75,19
Delhi,17-01-2023,1976.01,1.47,67.17,9.48,25.51,147.21,188.47,12.54
Delhi,18-01-2023,4592.9,64.37,72.66,0,29.56,364.15,450.45,15.96
Delhi,19-01-2023,5073.55,76,73.34,0,35.29,412.78,521.29,19.76
Delhi,20-01-2023,4592.9,42.02,131.61,0.07,106.81,464.47,538.42,25.33
Delhi,21-01-2023,3284.45,51.86,56.89,0,31.47,264.95,349.96,11.27
Delhi,22-01-2023,4112.24,42.92,79.51,0,24.8,354.51,439.62,8.04
Delhi,23-01-2023,2803.8,29.5,52.09,0,29.09,236.75,313.76,19
Delhi,24-01-2023,5393.98,104.61,117.9,0,63.9,414.82,489.59,25.84
Delhi,25-01-2023,4325.87,58.11,73.34,0,44.35,296.88,381.01,12.41
Delhi,26-01-2023,2563.48,29.95,47.98,0,27.89,230.68,283.27,7.28
Delhi,27-01-2023,1188.28,0.01,39.41,39.34,25.27,104,123.67,23.31
Delhi,28-01-2023,1214.98,0,38.39,56.51,24.8,117.52,138.55,15.83
Delhi,29-01-2023,5928.04,116.23,71.97,0,48.64,458.47,550.49,25.84
Delhi,30-01-2023,4112.24,25.03,91.85,0.06,80.11,412.86,444.3,8.36
Delhi,31-01-2023,7370,205.64,65.12,0,78.2,514.2,625.43,36.98
Delhi,01-02-2023,847.82,0,25.7,60.08,21.7,75.03,87.65,6.71
Delhi,02-02-2023,1148.22,0,31.87,79.39,35.76,135.71,153.84,17.48
Delhi,03-02-2023,1455.31,0,42.84,43.27,24.08,140.83,176.81,16.72
Delhi,04-02-2023,2002.72,1.47,63.06,10.01,26.23,177.53,225.97,16.97
Delhi,05-02-2023,1308.44,0,34.62,43.99,18.12,151.77,181.7,17.73
Delhi,06-02-2023,9933.47,177.03,154.91,0,165.94,763.49,883.66,116.53
Delhi,07-02-2023,6248.47,100.14,76.77,0,40.53,530.26,673.27,15.07
Delhi,08-02-2023,1241.68,0.01,42.5,37.91,29.56,85.19,113.09,25.59
Delhi,09-02-2023,2456.67,2.57,74.71,5.63,33.38,206.02,254.78,28.88
Delhi,10-02-2023,1455.31,0.01,46.61,38.62,19.07,135.99,167.21,11.27
Delhi,11-02-2023,5020.14,74.21,82.25,0,29.8,401.46,503.07,8.99
Delhi,12-02-2023,1895.9,0.68,55.52,15.74,28.85,273.7,330.96,26.35
Delhi,13-02-2023,774.38,0,25.7,67.23,25.99,61.58,76.03,24.07
Delhi,14-02-2023,747.68,0,20.22,104.43,23.6,52,62.8,16.97
Delhi,15-02-2023,1415.25,0.01,45.93,37.19,30.04,132.99,168.97,28.12
Delhi,16-02-2023,2323.15,0.02,65.12,32.9,36.24,282.53,345.88,26.85
Delhi,17-02-2023,10574.34,191.33,102.82,0,135.42,1003.34,1246.38,93.22
Delhi,18-02-2023,5447.39,27.94,98.71,0.02,35.76,733.39,840.63,9.63
Delhi,19-02-2023,5020.14,31.74,148.06,0.01,73.43,485.44,589.32,44.58
Delhi,20-02-2023,8224.49,148.42,98.71,0,60.56,644.02,750.02,38
Delhi,21-02-2023,1255.04,0,38.04,55.07,22.65,153.15,180.98,23.56
Delhi,22-02-2023,2590.18,0.03,71.97,30.76,41.96,377.74,455.1,25.08
Delhi,23-02-2023,1976.01,0.01,61.01,34.69,37.19,196.32,246.02,24.83
Delhi,25-02-2023,2429.96,28.61,36.67,0.01,30.28,241.81,290.15,28.63
Delhi,26-02-2023,7263.18,71.53,127.49,0,135.42,569.54,716.27,94.23
Delhi,27-02-2023,3685,30.4,73.34,0.01,43.39,313.18,425.98,36.48
Delhi,28-02-2023,3631.59,43.36,71.97,0,51.5,237.52,345.04,38.5
Delhi,01-03-2023,2136.23,8.16,62.38,0.78,47.21,115.17,173.83,32.17
Delhi,02-03-2023,4699.71,67.06,67.86,0,44.82,309.01,430.14,45.6
Delhi,03-03-2023,2510.07,15.65,63.75,0.16,38.62,159.48,224.06,30.65
Delhi,04-03-2023,1361.85,0.11,45.93,20.03,30.52,70.09,100.36,23.81
Delhi,05-03-2023,1348.5,0.83,39.07,14.84,26.23,96.45,119.65,16.72
Delhi,06-03-2023,1335.14,0.06,42.5,23.25,30.52,76.01,103.53,23.81
Delhi,07-03-2023,2483.37,5.98,67.17,1.59,40.53,148.23,191.21,26.6
Delhi,08-03-2023,5126.95,54.99,127.49,0,99.18,318.96,412.54,60.8
Delhi,09-03-2023,2243.04,4.36,78.14,2.24,27.66,138.16,176.33,23.56
Delhi,10-03-2023,1842.5,5.25,69.23,1.43,26.94,107.45,141.19,22.8
Delhi,11-03-2023,3685,50.96,60.32,0,41.01,229.6,304.36,33.44
Delhi,12-03-2023,4432.68,37.1,113.79,0,52.93,288.58,367.88,43.06
Delhi,13-03-2023,2777.1,17.21,60.32,0.05,45.3,200.61,283.41,30.91
Delhi,14-03-2023,5500.79,83.15,71.29,0,67.71,372,486.8,41.54
Delhi,15-03-2023,5661.01,72.42,82.94,0,86.78,388.91,493.71,43.57
Delhi,16-03-2023,11001.59,250.34,132.98,0,244.14,634.35,793.75,176.31
Delhi,17-03-2023,2376.56,11.18,80.2,0.44,42.44,117.05,164.68,30.65
Delhi,18-03-2023,10681.15,261.07,145.32,0,165.94,694.67,838.89,99.3
Delhi,19-03-2023,2857.21,27.49,60.32,0,25.03,180.03,229.61,10.89
Delhi,20-03-2023,7583.62,134.11,74.03,0,61.99,532.78,669.47,31.16
Delhi,21-03-2023,8865.36,228.88,128.87,0,215.53,684.66,792.24,56.74
Delhi,22-03-2023,5073.55,60.8,55.52,0,43.87,337.33,448.34,17.48
Delhi,23-03-2023,6301.88,85.83,81.57,0,43.87,428.37,540.95,21.03
Delhi,24-03-2023,5180.36,75.1,70.6,0,56.27,316.69,426.06,40.53
Delhi,25-03-2023,1735.69,0,91.85,61.51,116.35,140.06,155.22,3.7
Delhi,26-03-2023,3631.59,6.09,90.48,3.08,47.21,277.59,354.92,9.25
Delhi,27-03-2023,3070.83,29.06,64.43,0,35.76,185.13,271.53,28.88
Delhi,28-03-2023,2136.23,0.03,63.75,30.4,36.24,151.1,204.02,24.07
Delhi,29-03-2023,3044.13,19.22,73.34,0.08,44.35,188.43,265.8,33.94
Delhi,30-03-2023,8651.73,67.95,197.41,0,150.68,720.28,845.9,63.84
Delhi,31-03-2023,2510.07,0.02,83.63,28.61,48.16,193.31,226.72,7.98
Delhi,01-04-2023,7156.37,125.17,102.82,0,57.7,452.34,551.53,21.53
Delhi,02-04-2023,4432.68,38.44,68.55,0,44.35,340.51,443.35,21.53
Delhi,03-04-2023,2376.56,10.06,59.63,0.44,29.09,128.52,184.99,21.03
Delhi,04-04-2023,1668.93,0,52.78,42.92,49.11,110.15,149.63,27.36
Delhi,05-04-2023,1361.85,0.02,47.3,30.04,31.95,78.08,114.19,26.6
Delhi,06-04-2023,1201.63,0,45.24,51.5,43.87,61.58,90.86,25.59
Delhi,07-04-2023,1668.93,0.02,58.26,32.9,43.87,91.12,133.76,27.61
Delhi,08-04-2023,1214.98,0,38.73,59.37,34.33,63.9,91.85,25.33
Delhi,09-04-2023,1548.77,0,47.98,37.91,37.67,80.96,115.44,22.8
Delhi,10-04-2023,1201.63,0,37.7,58.65,33.38,61.8,89.15,20.52
Delhi,11-04-2023,1335.14,0,42.16,50.78,41.96,76.43,102.19,25.33
Delhi,12-04-2023,827.79,0,26.73,81.54,31.95,49.47,75.33,20.77
Delhi,13-04-2023,1188.28,3.8,47.98,1.86,30.04,45.53,76.39,23.31
Delhi,14-04-2023,1789.09,0,58.26,61.51,55.79,121.66,177.95,26.6
Delhi,15-04-2023,4646.3,29.06,109.67,0,100.14,259.96,366.27,39.01
Delhi,16-04-2023,6568.91,47.83,157.65,0,123.98,347.07,453.44,35.97
Delhi,17-04-2023,5073.55,86.72,72.66,0,89.65,261.89,384.64,54.72
Delhi,18-04-2023,7370,121.59,153.54,0,223.16,372.55,523.68,131.73
Delhi,19-04-2023,5607.6,63.48,102.82,0,129.7,298.3,453.73,45.09
Delhi,20-04-2023,1268.39,0.15,53.47,16.81,57.7,63.51,98.86,22.55
Delhi,21-04-2023,827.79,0,31.19,37.91,41.48,29.73,48.63,18.24
Delhi,22-04-2023,1028.06,0,35.64,77.96,52.93,57.94,89.86,21.53
Delhi,23-04-2023,1188.28,0,36.33,61.51,40.05,59.19,89.76,22.04
Delhi,24-04-2023,5126.95,47.83,100.08,0,97.27,295.98,418.22,48.13
Delhi,25-04-2023,881.2,0,31.87,75.82,31.95,37.38,51.44,19.51
Delhi,26-04-2023,4005.43,46.04,83.63,0,74.39,207.59,297.35,49.65
Delhi,27-04-2023,3738.4,19.67,89.11,0.02,88.69,226.25,330.28,42.56
Delhi,28-04-2023,8224.49,114.44,137.09,0,96.32,524.73,681.12,64.34
Delhi,29-04-2023,5126.95,42.92,130.24,0,72.48,283.62,370.53,36.98
Delhi,30-04-2023,5447.39,73.31,109.67,0,61.04,324.96,424.21,35.97
Delhi,01-05-2023,1094.82,0,38.73,47.92,40.05,67.9,80.01,8.74
Delhi,02-05-2023,1655.58,1.52,54.84,4.69,38.15,94.84,119.38,8.49
Delhi,03-05-2023,2216.34,13.19,61.01,0.08,30.28,97.24,139.04,9.12
Delhi,04-05-2023,8117.68,143.05,135.72,0,129.7,432.15,559.54,87.14
Delhi,05-05-2023,12283.33,121.59,191.93,0,169.75,922.75,1165.84,104.37
Delhi,06-05-2023,4646.3,28.61,98.71,0,48.16,265.25,342.39,32.93
Delhi,07-05-2023,4646.3,37.1,106.93,0,48.16,272.04,352.02,36.48
Delhi,08-05-2023,1441.96,0,33.59,110.15,36.72,126.14,158.23,24.07
Delhi,09-05-2023,1148.22,0,40.1,57.22,39.1,67.23,107.02,21.53
Delhi,10-05-2023,1161.58,0,43.18,79.39,47.68,61.17,91.84,23.31
Delhi,11-05-2023,5180.36,35.76,116.53,0,131.61,282.87,390.21,52.69
Delhi,12-05-2023,8010.86,98.35,128.87,0,167.85,449.22,589.39,50.66
Delhi,13-05-2023,3524.78,0,86.37,29.68,75.34,318.71,400.59,35.97
Delhi,14-05-2023,3311.16,1.54,101.45,5.72,71.53,185.14,263.62,29.64
Delhi,15-05-2023,6942.75,76.89,141.2,0,117.3,397.32,524.19,60.29
Delhi,16-05-2023,6622.31,76.89,108.3,0,141.14,372.99,515.63,50.66
Delhi,17-05-2023,827.79,0,34.27,44.35,25.99,45.03,103.92,19.76
Delhi,18-05-2023,714.3,0,24.33,84.4,28.13,43.33,82.53,14.06
Delhi,19-05-2023,781.06,0,23.99,107.29,31.95,59.18,91.72,17.23
Delhi,20-05-2023,2429.96,0.01,78.83,30.76,62.94,137.87,207.64,29.89
Delhi,21-05-2023,6088.26,52.3,117.9,0,129.7,324.98,428.35,40.02
Delhi,22-05-2023,2857.21,20.34,79.51,0.03,68.66,141.84,253.56,26.6
Delhi,23-05-2023,3898.62,59.01,72.66,0,78.2,184.57,324.89,33.94
Delhi,24-05-2023,2830.51,20.56,81.57,0.03,90.6,137.46,238.12,38
Delhi,25-05-2023,3017.43,5.42,87.74,1.48,76.29,195.05,248.07,32.42
Delhi,26-05-2023,5767.82,118.02,85,0,60.08,287.4,410.98,44.08
Delhi,27-05-2023,5981.45,72.42,127.49,0,85.83,328.91,466.5,54.72
Delhi,28-05-2023,2269.74,10.39,66.49,0.36,28.85,116.56,163.49,31.66
Delhi,29-05-2023,8438.11,81.36,156.28,0,118.26,540.02,711.52,78.02
Delhi,30-05-2023,2162.93,0.02,61.01,33.62,50.07,191.29,246.21,23.56
Delhi,31-05-2023,4325.87,30.4,89.11,0,54.36,293.68,411.46,38
Delhi,01-06-2023,5447.39,48.28,108.3,0,64.85,361.39,459.72,19.76
Delhi,02-06-2023,2002.72,0.01,65.12,36.12,32.9,122.75,146.36,6.33
Delhi,03-06-2023,4165.65,43.36,87.05,0,54.84,234.07,337.38,36.98
Delhi,04-06-2023,2082.82,0,56.89,37.55,33.86,123.56,165.47,25.33
Delhi,05-06-2023,1535.42,0,44.55,56.51,29.56,92.69,121.17,23.05
Delhi,06-06-2023,5607.6,52.3,112.41,0,76.29,328.43,469.66,47.12
Delhi,07-06-2023,3070.83,7.38,93.22,0.86,70.57,165.53,245.72,35.97
Delhi,08-06-2023,2269.74,0.01,68.55,29.33,49.59,128.2,174.65,29.64
Delhi,09-06-2023,1588.82,0,52.78,50.07,46.73,80.86,115.86,26.85
Delhi,10-06-2023,2189.64,0.19,76.77,14.31,52.93,114.27,181.88,27.61
Delhi,11-06-2023,1762.39,6.82,57.58,0.23,38.62,75.54,126.45,25.08
Delhi,12-06-2023,1161.58,0,42.16,28.61,33.38,63.69,135.27,21.53
Delhi,13-06-2023,1174.93,0,43.53,51.5,44.35,69.32,145.13,23.56
Delhi,14-06-2023,1201.63,0.01,47.3,22.89,42.44,48.25,88.06,24.83
Delhi,15-06-2023,1068.12,0.19,47.3,13.23,31.47,36.9,69.15,23.56
Delhi,16-06-2023,527.38,0,21.25,55.07,19.79,20.41,35.78,13.43
Delhi,17-06-2023,1428.6,0.64,61.69,8.76,28.61,56.78,83.73,20.27
Delhi,18-06-2023,2937.32,37.55,55.52,0,59.6,121.3,181.56,31.92
Delhi,19-06-2023,2883.91,45.15,54.15,0,53.88,119.75,177.9,32.93
Delhi,20-06-2023,1815.8,7.1,56.89,0.46,42.44,82,129.74,28.88
Delhi,21-06-2023,2243.04,0.47,79.51,9.83,40.53,109.64,146.79,21.79
Delhi,22-06-2023,2643.59,1.13,89.11,6.62,61.99,209.56,255.09,14.19
Delhi,23-06-2023,2082.82,23.69,62.38,0,32.9,90.52,143.49,15.2
Delhi,24-06-2023,2376.56,5.42,75.4,1.41,31.47,155.79,201.97,10.13
Delhi,25-06-2023,1588.82,0,35.64,67.95,20.5,117.8,139.29,11.27
Delhi,26-06-2023,2029.42,9.5,47.98,0.05,32.42,93.62,127.44,7.6
Delhi,27-06-2023,4486.08,74.21,76.09,0,61.99,241.69,301.78,11.4
Delhi,28-06-2023,2136.23,14.75,57.58,0.01,42.92,110.89,151.18,7.98
Delhi,29-06-2023,1548.77,0,54.84,30.4,32.9,78.86,106.54,10.51
Delhi,30-06-2023,2002.72,16.76,57.58,0.02,35.29,80.7,115.44,10.13
Delhi,01-07-2023,1482.01,0.06,52.09,17.7,38.15,74.55,100.39,9.5
Delhi,02-07-2023,1068.12,0,36.67,32.19,34.81,50.99,68.19,7.6
Delhi,03-07-2023,1615.52,0,35.99,95.84,30.99,168.9,195.3,17.23
Delhi,04-07-2023,2536.77,0,59.63,98.71,51.5,302.46,354.89,25.08
Delhi,05-07-2023,1161.58,0,27.76,87.98,34.33,106.68,117.12,5.95
Delhi,06-07-2023,1161.58,0.42,43.87,9.21,51.02,51.39,61.88,6.52
Delhi,07-07-2023,1295.09,3.19,44.55,1.4,31.95,42.41,59.84,11.65
Delhi,08-07-2023,1081.47,0,38.73,30.04,35.29,49.12,63.12,8.36
Delhi,09-07-2023,814.44,0,26.73,40.77,30.99,45.3,49.83,3.32
Delhi,10-07-2023,1108.17,2.79,34.96,1.41,24.8,46.48,58.54,6.02
Delhi,11-07-2023,3471.37,52.3,52.78,0,49.59,182.28,252.45,15.45
Delhi,12-07-2023,1441.96,0.18,50.72,13.77,31.95,77.43,100.43,7.35
Delhi,13-07-2023,1895.9,19,47.98,0,39.1,96.41,127.36,8.49
